,ID,Date,Temp_m,Generation,Irradiance,Capacity,Lat,Lon,Angle,Irradiance_m,Temp,Module,測站氣壓,海平面氣壓,測站最高氣壓,測站最高氣壓時間,測站最低氣壓,測站最低氣壓時間,氣溫,最高氣溫,最高氣溫時間,最低氣溫,最低氣溫時間,露點溫度,相對溼度,最小相對溼度,最小相對溼度時間,風速,風向,最大陣風,最大陣風風向,最大陣風風速時間,降水量,降水時數,最大十分鐘降水量,最大十分鐘降水量起始時間,最大六十分鐘降水量,最大六十分鐘降水量起始時間,日照時數,日照率,全天空日射量,能見度,A型蒸發量,日最高紫外線指數,日最高紫外線指數時間,總雲量
1318,3116,2021/9/24,,2399,23.25,498.6,25.03,121.08,-95.0,6458,29.5,MM60-6RT-300,1011.5 ,1013.9 ,1012.9 ,2021-09-24 00:41 ,1009.7 ,2021-09-24 15:15 ,29.5 ,33.7 ,2021-09-24 12:10 ,26.8 ,2021-09-24 05:03 ,23.5 ,70 ,53 ,2021-09-24 10:08 ,6.6 ,60 ,18.1 ,30 ,2021-09-24 15:06 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.0 ,91.9 ,22.06 ,19.3 ,-7.7 ,10 ,2021-09-24 13:00 ,5.2 
1319,3117,2021/9/24,,1392,23.25,283.2,24.98,121.03,-31.0,6458,29.7,SEC-6M-60A-295,1011.5 ,1013.9 ,1012.9 ,2021-09-24 00:41 ,1009.7 ,2021-09-24 15:15 ,29.5 ,33.7 ,2021-09-24 12:10 ,26.8 ,2021-09-24 05:03 ,23.5 ,70 ,53 ,2021-09-24 10:08 ,6.6 ,60 ,18.1 ,30 ,2021-09-24 15:06 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.0 ,91.9 ,22.06 ,19.3 ,-7.7 ,10 ,2021-09-24 13:00 ,5.2 
1320,3127,2021/9/24,,2354,24.32,499.8,25.11,121.26,22.0,6756,31.0,MM60-6RT-300,1011.5 ,1013.9 ,1012.9 ,2021-09-24 00:41 ,1009.7 ,2021-09-24 15:15 ,29.5 ,33.7 ,2021-09-24 12:10 ,26.8 ,2021-09-24 05:03 ,23.5 ,70 ,53 ,2021-09-24 10:08 ,6.6 ,60 ,18.1 ,30 ,2021-09-24 15:06 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.0 ,91.9 ,22.06 ,19.3 ,-7.7 ,10 ,2021-09-24 13:00 ,5.2 
1321,3128,2021/9/24,,941,24.32,438.3,25.11,121.26,-160.0,6756,31.0,MM60-6RT-300,1011.5 ,1013.9 ,1012.9 ,2021-09-24 00:41 ,1009.7 ,2021-09-24 15:15 ,29.5 ,33.7 ,2021-09-24 12:10 ,26.8 ,2021-09-24 05:03 ,23.5 ,70 ,53 ,2021-09-24 10:08 ,6.6 ,60 ,18.1 ,30 ,2021-09-24 15:06 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.0 ,91.9 ,22.06 ,19.3 ,-7.7 ,10 ,2021-09-24 13:00 ,5.2 
1322,3129,2021/9/25,,2243,23.43,498.6,25.03,121.08,-95.0,6508,28.8,MM60-6RT-300,1010.4 ,1012.9 ,1012.0 ,2021-09-25 10:05 ,1009.3 ,2021-09-25 15:04 ,28.8 ,32.5 ,2021-09-25 12:09 ,26.7 ,2021-09-25 05:28 ,22.2 ,68 ,54 ,2021-09-25 11:40 ,6.6 ,60 ,16.3 ,40 ,2021-09-25 11:19 ,T ,0.1 ,T ,2021-09-25 03:01 ,T ,2021-09-25 03:01 ,10.6 ,88.7 ,21.44 ,17.3 ,7.8 ,9 ,2021-09-25 13:00 ,2.2 
1323,3130,2021/9/25,,1397,23.43,283.2,24.98,121.03,-31.0,6508,29.0,SEC-6M-60A-295,1010.4 ,1012.9 ,1012.0 ,2021-09-25 10:05 ,1009.3 ,2021-09-25 15:04 ,28.8 ,32.5 ,2021-09-25 12:09 ,26.7 ,2021-09-25 05:28 ,22.2 ,68 ,54 ,2021-09-25 11:40 ,6.6 ,60 ,16.3 ,40 ,2021-09-25 11:19 ,T ,0.1 ,T ,2021-09-25 03:01 ,T ,2021-09-25 03:01 ,10.6 ,88.7 ,21.44 ,17.3 ,7.8 ,9 ,2021-09-25 13:00 ,2.2 
1324,3133,2021/9/25,,2589,23.45,438.3,25.11,121.26,-160.0,6514,30.1,MM60-6RT-300,1010.4 ,1012.9 ,1012.0 ,2021-09-25 10:05 ,1009.3 ,2021-09-25 15:04 ,28.8 ,32.5 ,2021-09-25 12:09 ,26.7 ,2021-09-25 05:28 ,22.2 ,68 ,54 ,2021-09-25 11:40 ,6.6 ,60 ,16.3 ,40 ,2021-09-25 11:19 ,T ,0.1 ,T ,2021-09-25 03:01 ,T ,2021-09-25 03:01 ,10.6 ,88.7 ,21.44 ,17.3 ,7.8 ,9 ,2021-09-25 13:00 ,2.2 
1325,3134,2021/9/25,,2361,23.45,499.8,25.11,121.26,22.0,6514,30.1,MM60-6RT-300,1010.4 ,1012.9 ,1012.0 ,2021-09-25 10:05 ,1009.3 ,2021-09-25 15:04 ,28.8 ,32.5 ,2021-09-25 12:09 ,26.7 ,2021-09-25 05:28 ,22.2 ,68 ,54 ,2021-09-25 11:40 ,6.6 ,60 ,16.3 ,40 ,2021-09-25 11:19 ,T ,0.1 ,T ,2021-09-25 03:01 ,T ,2021-09-25 03:01 ,10.6 ,88.7 ,21.44 ,17.3 ,7.8 ,9 ,2021-09-25 13:00 ,2.2 
1326,3142,2021/9/26,,1435,24.29,283.2,24.98,121.03,-31.0,6747,28.0,SEC-6M-60A-295,1009.5 ,1012.0 ,1010.7 ,2021-09-26 07:46 ,1008.3 ,2021-09-26 15:02 ,28.1 ,31.6 ,2021-09-26 09:38 ,25.3 ,2021-09-26 05:47 ,22.8 ,73 ,56 ,2021-09-26 09:38 ,6.3 ,50 ,15.3 ,40 ,2021-09-26 13:50 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.1 ,93.1 ,22.83 ,18.7 ,6.8 ,10 ,2021-09-26 12:00 ,0.8 
1327,3143,2021/9/26,,2425,24.29,498.6,25.03,121.08,-95.0,6747,28.1,MM60-6RT-300,1009.5 ,1012.0 ,1010.7 ,2021-09-26 07:46 ,1008.3 ,2021-09-26 15:02 ,28.1 ,31.6 ,2021-09-26 09:38 ,25.3 ,2021-09-26 05:47 ,22.8 ,73 ,56 ,2021-09-26 09:38 ,6.3 ,50 ,15.3 ,40 ,2021-09-26 13:50 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.1 ,93.1 ,22.83 ,18.7 ,6.8 ,10 ,2021-09-26 12:00 ,0.8 
1328,3146,2021/9/26,,2452,22.15,499.8,25.11,121.26,22.0,6153,29.3,MM60-6RT-300,1009.5 ,1012.0 ,1010.7 ,2021-09-26 07:46 ,1008.3 ,2021-09-26 15:02 ,28.1 ,31.6 ,2021-09-26 09:38 ,25.3 ,2021-09-26 05:47 ,22.8 ,73 ,56 ,2021-09-26 09:38 ,6.3 ,50 ,15.3 ,40 ,2021-09-26 13:50 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.1 ,93.1 ,22.83 ,18.7 ,6.8 ,10 ,2021-09-26 12:00 ,0.8 
1329,3147,2021/9/26,,2133,22.15,438.3,25.11,121.26,-160.0,6153,29.3,MM60-6RT-300,1009.5 ,1012.0 ,1010.7 ,2021-09-26 07:46 ,1008.3 ,2021-09-26 15:02 ,28.1 ,31.6 ,2021-09-26 09:38 ,25.3 ,2021-09-26 05:47 ,22.8 ,73 ,56 ,2021-09-26 09:38 ,6.3 ,50 ,15.3 ,40 ,2021-09-26 13:50 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.1 ,93.1 ,22.83 ,18.7 ,6.8 ,10 ,2021-09-26 12:00 ,0.8 
1330,3155,2021/9/27,,1353,23.12,283.2,24.98,121.03,-31.0,6422,28.0,SEC-6M-60A-295,1007.9 ,1010.4 ,1009.0 ,2021-09-27 09:13 ,1006.7 ,2021-09-27 14:13 ,28.1 ,31.6 ,2021-09-27 12:46 ,26.2 ,2021-09-27 22:20 ,23.8 ,78 ,65 ,2021-09-27 10:46 ,6.0 ,50 ,14.1 ,40 ,2021-09-27 12:35 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.6 ,80.7 ,21.36 ,18.7 ,5.8 ,10 ,2021-09-27 12:00 ,1.7 
1331,3156,2021/9/27,,2378,23.12,498.6,25.03,121.08,-95.0,6422,28.1,MM60-6RT-300,1007.9 ,1010.4 ,1009.0 ,2021-09-27 09:13 ,1006.7 ,2021-09-27 14:13 ,28.1 ,31.6 ,2021-09-27 12:46 ,26.2 ,2021-09-27 22:20 ,23.8 ,78 ,65 ,2021-09-27 10:46 ,6.0 ,50 ,14.1 ,40 ,2021-09-27 12:35 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.6 ,80.7 ,21.36 ,18.7 ,5.8 ,10 ,2021-09-27 12:00 ,1.7 
1332,3159,2021/9/27,,2379,18.96,499.8,25.11,121.26,22.0,5267,29.2,MM60-6RT-300,1007.9 ,1010.4 ,1009.0 ,2021-09-27 09:13 ,1006.7 ,2021-09-27 14:13 ,28.1 ,31.6 ,2021-09-27 12:46 ,26.2 ,2021-09-27 22:20 ,23.8 ,78 ,65 ,2021-09-27 10:46 ,6.0 ,50 ,14.1 ,40 ,2021-09-27 12:35 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.6 ,80.7 ,21.36 ,18.7 ,5.8 ,10 ,2021-09-27 12:00 ,1.7 
1333,3160,2021/9/27,,2074,18.96,438.3,25.11,121.26,-160.0,5267,29.2,MM60-6RT-300,1007.9 ,1010.4 ,1009.0 ,2021-09-27 09:13 ,1006.7 ,2021-09-27 14:13 ,28.1 ,31.6 ,2021-09-27 12:46 ,26.2 ,2021-09-27 22:20 ,23.8 ,78 ,65 ,2021-09-27 10:46 ,6.0 ,50 ,14.1 ,40 ,2021-09-27 12:35 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.6 ,80.7 ,21.36 ,18.7 ,5.8 ,10 ,2021-09-27 12:00 ,1.7 
1334,3168,2021/9/28,,1399,24.06,283.2,24.98,121.03,-31.0,6683,27.6,SEC-6M-60A-295,1006.5 ,1009.0 ,1007.8 ,2021-09-28 00:01 ,1005.2 ,2021-09-28 14:34 ,27.8 ,31.4 ,2021-09-28 11:22 ,25.2 ,2021-09-28 06:11 ,22.8 ,75 ,60 ,2021-09-28 12:49 ,5.6 ,50 ,16.5 ,40 ,2021-09-28 11:51 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.3 ,95.2 ,22.57 ,17.7 ,7.4 ,10 ,2021-09-28 12:00 ,1.0 
1335,3169,2021/9/28,,2358,24.06,498.6,25.03,121.08,-95.0,6683,27.8,MM60-6RT-300,1006.5 ,1009.0 ,1007.8 ,2021-09-28 00:01 ,1005.2 ,2021-09-28 14:34 ,27.8 ,31.4 ,2021-09-28 11:22 ,25.2 ,2021-09-28 06:11 ,22.8 ,75 ,60 ,2021-09-28 12:49 ,5.6 ,50 ,16.5 ,40 ,2021-09-28 11:51 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.3 ,95.2 ,22.57 ,17.7 ,7.4 ,10 ,2021-09-28 12:00 ,1.0 
1336,3170,2021/9/28,,2387,20.45,499.8,25.11,121.26,22.0,5681,28.7,MM60-6RT-300,1006.5 ,1009.0 ,1007.8 ,2021-09-28 00:01 ,1005.2 ,2021-09-28 14:34 ,27.8 ,31.4 ,2021-09-28 11:22 ,25.2 ,2021-09-28 06:11 ,22.8 ,75 ,60 ,2021-09-28 12:49 ,5.6 ,50 ,16.5 ,40 ,2021-09-28 11:51 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.3 ,95.2 ,22.57 ,17.7 ,7.4 ,10 ,2021-09-28 12:00 ,1.0 
1337,3171,2021/9/28,,2071,20.45,438.3,25.11,121.26,-160.0,5681,28.7,MM60-6RT-300,1006.5 ,1009.0 ,1007.8 ,2021-09-28 00:01 ,1005.2 ,2021-09-28 14:34 ,27.8 ,31.4 ,2021-09-28 11:22 ,25.2 ,2021-09-28 06:11 ,22.8 ,75 ,60 ,2021-09-28 12:49 ,5.6 ,50 ,16.5 ,40 ,2021-09-28 11:51 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.3 ,95.2 ,22.57 ,17.7 ,7.4 ,10 ,2021-09-28 12:00 ,1.0 
1338,3179,2021/9/29,,1400,24.27,283.2,24.98,121.03,-31.0,6742,27.0,SEC-6M-60A-295,1005.3 ,1007.7 ,1006.7 ,2021-09-29 08:06 ,1003.9 ,2021-09-29 15:25 ,27.1 ,31.3 ,2021-09-29 11:02 ,23.5 ,2021-09-29 03:51 ,22.7 ,78 ,58 ,2021-09-29 09:12 ,3.1 ,60 ,10.1 ,20 ,2021-09-29 14:32 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.2 ,94.6 ,22.99 ,17.3 ,5.3 ,10 ,2021-09-29 12:00 ,0.3 
1339,3180,2021/9/29,,2393,24.27,498.6,25.03,121.08,-95.0,6742,27.1,MM60-6RT-300,1005.3 ,1007.7 ,1006.7 ,2021-09-29 08:06 ,1003.9 ,2021-09-29 15:25 ,27.1 ,31.3 ,2021-09-29 11:02 ,23.5 ,2021-09-29 03:51 ,22.7 ,78 ,58 ,2021-09-29 09:12 ,3.1 ,60 ,10.1 ,20 ,2021-09-29 14:32 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.2 ,94.6 ,22.99 ,17.3 ,5.3 ,10 ,2021-09-29 12:00 ,0.3 
1340,3181,2021/9/29,,2378,23.26,499.8,25.11,121.26,22.0,6461,27.7,MM60-6RT-300,1005.3 ,1007.7 ,1006.7 ,2021-09-29 08:06 ,1003.9 ,2021-09-29 15:25 ,27.1 ,31.3 ,2021-09-29 11:02 ,23.5 ,2021-09-29 03:51 ,22.7 ,78 ,58 ,2021-09-29 09:12 ,3.1 ,60 ,10.1 ,20 ,2021-09-29 14:32 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.2 ,94.6 ,22.99 ,17.3 ,5.3 ,10 ,2021-09-29 12:00 ,0.3 
1341,3182,2021/9/29,,2045,23.26,438.3,25.11,121.26,-160.0,6461,27.7,MM60-6RT-300,1005.3 ,1007.7 ,1006.7 ,2021-09-29 08:06 ,1003.9 ,2021-09-29 15:25 ,27.1 ,31.3 ,2021-09-29 11:02 ,23.5 ,2021-09-29 03:51 ,22.7 ,78 ,58 ,2021-09-29 09:12 ,3.1 ,60 ,10.1 ,20 ,2021-09-29 14:32 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.2 ,94.6 ,22.99 ,17.3 ,5.3 ,10 ,2021-09-29 12:00 ,0.3 
1342,3192,2021/9/30,,2275,23.43,498.6,25.03,121.08,-95.0,6508,27.6,MM60-6RT-300,1005.8 ,1008.3 ,1007.4 ,2021-09-30 20:59 ,1004.3 ,2021-09-30 15:09 ,27.6 ,31.9 ,2021-09-30 12:51 ,23.5 ,2021-09-30 05:24 ,23.9 ,81 ,64 ,2021-09-30 10:35 ,2.7 ,20 ,9.5 ,50 ,2021-09-30 16:18 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,10.8 ,91.4 ,21.70 ,15.3 ,5.1 ,10 ,2021-09-30 12:00 ,0.8 
1343,3193,2021/9/30,,1320,23.43,283.2,24.98,121.03,-31.0,6508,27.6,SEC-6M-60A-295,1005.8 ,1008.3 ,1007.4 ,2021-09-30 20:59 ,1004.3 ,2021-09-30 15:09 ,27.6 ,31.9 ,2021-09-30 12:51 ,23.5 ,2021-09-30 05:24 ,23.9 ,81 ,64 ,2021-09-30 10:35 ,2.7 ,20 ,9.5 ,50 ,2021-09-30 16:18 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,10.8 ,91.4 ,21.70 ,15.3 ,5.1 ,10 ,2021-09-30 12:00 ,0.8 
1344,3194,2021/9/30,,2287,21.67,499.8,25.11,121.26,22.0,6019,28.7,MM60-6RT-300,1005.8 ,1008.3 ,1007.4 ,2021-09-30 20:59 ,1004.3 ,2021-09-30 15:09 ,27.6 ,31.9 ,2021-09-30 12:51 ,23.5 ,2021-09-30 05:24 ,23.9 ,81 ,64 ,2021-09-30 10:35 ,2.7 ,20 ,9.5 ,50 ,2021-09-30 16:18 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,10.8 ,91.4 ,21.70 ,15.3 ,5.1 ,10 ,2021-09-30 12:00 ,0.8 
1345,3195,2021/9/30,,1968,21.67,438.3,25.11,121.26,-160.0,6019,28.7,MM60-6RT-300,1005.8 ,1008.3 ,1007.4 ,2021-09-30 20:59 ,1004.3 ,2021-09-30 15:09 ,27.6 ,31.9 ,2021-09-30 12:51 ,23.5 ,2021-09-30 05:24 ,23.9 ,81 ,64 ,2021-09-30 10:35 ,2.7 ,20 ,9.5 ,50 ,2021-09-30 16:18 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,10.8 ,91.4 ,21.70 ,15.3 ,5.1 ,10 ,2021-09-30 12:00 ,0.8 
1346,3205,2021/10/1,,1169,20.55,283.2,24.98,121.03,-31.0,5708,27.9,SEC-6M-60A-295,1007.3 ,1009.8 ,1009.2 ,2021-10-01 21:27 ,1005.8 ,2021-10-01 15:02 ,28.0 ,31.4 ,2021-10-01 11:57 ,25.1 ,2021-10-01 05:52 ,24.3 ,80 ,67 ,2021-10-01 12:23 ,2.5 ,60 ,7.7 ,220 ,2021-10-01 10:29 ,T ,0.1 ,T ,2021-10-01 09:29 ,T ,2021-10-01 09:29 ,6.8 ,57.6 ,19.28 ,12.3 ,-5.3 ,9 ,2021-10-01 12:00 ,3.8 
1347,3206,2021/10/1,,1842,20.55,498.6,25.03,121.08,-95.0,5708,28.0,MM60-6RT-300,1007.3 ,1009.8 ,1009.2 ,2021-10-01 21:27 ,1005.8 ,2021-10-01 15:02 ,28.0 ,31.4 ,2021-10-01 11:57 ,25.1 ,2021-10-01 05:52 ,24.3 ,80 ,67 ,2021-10-01 12:23 ,2.5 ,60 ,7.7 ,220 ,2021-10-01 10:29 ,T ,0.1 ,T ,2021-10-01 09:29 ,T ,2021-10-01 09:29 ,6.8 ,57.6 ,19.28 ,12.3 ,-5.3 ,9 ,2021-10-01 12:00 ,3.8 
1348,3207,2021/10/1,,1874,14.58,499.8,25.11,121.26,22.0,4050,29.3,MM60-6RT-300,1007.3 ,1009.8 ,1009.2 ,2021-10-01 21:27 ,1005.8 ,2021-10-01 15:02 ,28.0 ,31.4 ,2021-10-01 11:57 ,25.1 ,2021-10-01 05:52 ,24.3 ,80 ,67 ,2021-10-01 12:23 ,2.5 ,60 ,7.7 ,220 ,2021-10-01 10:29 ,T ,0.1 ,T ,2021-10-01 09:29 ,T ,2021-10-01 09:29 ,6.8 ,57.6 ,19.28 ,12.3 ,-5.3 ,9 ,2021-10-01 12:00 ,3.8 
1349,3208,2021/10/1,,1573,14.58,438.3,25.11,121.26,-160.0,4050,29.3,MM60-6RT-300,1007.3 ,1009.8 ,1009.2 ,2021-10-01 21:27 ,1005.8 ,2021-10-01 15:02 ,28.0 ,31.4 ,2021-10-01 11:57 ,25.1 ,2021-10-01 05:52 ,24.3 ,80 ,67 ,2021-10-01 12:23 ,2.5 ,60 ,7.7 ,220 ,2021-10-01 10:29 ,T ,0.1 ,T ,2021-10-01 09:29 ,T ,2021-10-01 09:29 ,6.8 ,57.6 ,19.28 ,12.3 ,-5.3 ,9 ,2021-10-01 12:00 ,3.8 
1350,3218,2021/10/2,,2172,22.74,498.6,25.03,121.08,-95.0,6317,27.9,MM60-6RT-300,1009.3 ,1011.8 ,1011.1 ,2021-10-02 08:33 ,1008.2 ,2021-10-02 15:13 ,27.9 ,31.6 ,2021-10-02 10:33 ,24.8 ,2021-10-02 03:45 ,23.1 ,76 ,65 ,2021-10-02 10:34 ,4.0 ,40 ,13.7 ,50 ,2021-10-02 15:23 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,10.4 ,88.4 ,20.76 ,16.0 ,7.0 ,9 ,2021-10-02 12:00 ,1.2 
1351,3219,2021/10/2,,1287,22.74,283.2,24.98,121.03,-31.0,6317,27.9,SEC-6M-60A-295,1009.3 ,1011.8 ,1011.1 ,2021-10-02 08:33 ,1008.2 ,2021-10-02 15:13 ,27.9 ,31.6 ,2021-10-02 10:33 ,24.8 ,2021-10-02 03:45 ,23.1 ,76 ,65 ,2021-10-02 10:34 ,4.0 ,40 ,13.7 ,50 ,2021-10-02 15:23 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,10.4 ,88.4 ,20.76 ,16.0 ,7.0 ,9 ,2021-10-02 12:00 ,1.2 
1352,3220,2021/10/2,,2249,21.32,499.8,25.11,121.26,22.0,5922,29.0,MM60-6RT-300,1009.3 ,1011.8 ,1011.1 ,2021-10-02 08:33 ,1008.2 ,2021-10-02 15:13 ,27.9 ,31.6 ,2021-10-02 10:33 ,24.8 ,2021-10-02 03:45 ,23.1 ,76 ,65 ,2021-10-02 10:34 ,4.0 ,40 ,13.7 ,50 ,2021-10-02 15:23 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,10.4 ,88.4 ,20.76 ,16.0 ,7.0 ,9 ,2021-10-02 12:00 ,1.2 
1353,3221,2021/10/2,,1907,21.32,438.3,25.11,121.26,-160.0,5922,29.0,MM60-6RT-300,1009.3 ,1011.8 ,1011.1 ,2021-10-02 08:33 ,1008.2 ,2021-10-02 15:13 ,27.9 ,31.6 ,2021-10-02 10:33 ,24.8 ,2021-10-02 03:45 ,23.1 ,76 ,65 ,2021-10-02 10:34 ,4.0 ,40 ,13.7 ,50 ,2021-10-02 15:23 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,10.4 ,88.4 ,20.76 ,16.0 ,7.0 ,9 ,2021-10-02 12:00 ,1.2 
1354,3233,2021/10/3,,2326,24.06,498.6,25.03,121.08,-95.0,6683,29.5,MM60-6RT-300,1009.8 ,1012.3 ,1011.5 ,2021-10-03 08:34 ,1008.1 ,2021-10-03 14:54 ,29.5 ,35.2 ,2021-10-03 13:51 ,25.0 ,2021-10-03 06:18 ,19.7 ,57 ,38 ,2021-10-03 11:08 ,4.1 ,90 ,11.7 ,50 ,2021-10-03 15:08 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.2 ,95.3 ,22.49 ,21.2 ,6.9 ,9 ,2021-10-03 12:00 ,0.4 
1355,3234,2021/10/3,,1346,24.06,283.2,24.98,121.03,-31.0,6683,29.5,SEC-6M-60A-295,1009.8 ,1012.3 ,1011.5 ,2021-10-03 08:34 ,1008.1 ,2021-10-03 14:54 ,29.5 ,35.2 ,2021-10-03 13:51 ,25.0 ,2021-10-03 06:18 ,19.7 ,57 ,38 ,2021-10-03 11:08 ,4.1 ,90 ,11.7 ,50 ,2021-10-03 15:08 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.2 ,95.3 ,22.49 ,21.2 ,6.9 ,9 ,2021-10-03 12:00 ,0.4 
1356,3242,2021/10/3,,2357,23.57,499.8,25.11,121.26,22.0,6547,31.2,MM60-6RT-300,1009.8 ,1012.3 ,1011.5 ,2021-10-03 08:34 ,1008.1 ,2021-10-03 14:54 ,29.5 ,35.2 ,2021-10-03 13:51 ,25.0 ,2021-10-03 06:18 ,19.7 ,57 ,38 ,2021-10-03 11:08 ,4.1 ,90 ,11.7 ,50 ,2021-10-03 15:08 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.2 ,95.3 ,22.49 ,21.2 ,6.9 ,9 ,2021-10-03 12:00 ,0.4 
1357,3243,2021/10/3,,689,23.57,438.3,25.11,121.26,-160.0,6547,31.2,MM60-6RT-300,1009.8 ,1012.3 ,1011.5 ,2021-10-03 08:34 ,1008.1 ,2021-10-03 14:54 ,29.5 ,35.2 ,2021-10-03 13:51 ,25.0 ,2021-10-03 06:18 ,19.7 ,57 ,38 ,2021-10-03 11:08 ,4.1 ,90 ,11.7 ,50 ,2021-10-03 15:08 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.2 ,95.3 ,22.49 ,21.2 ,6.9 ,9 ,2021-10-03 12:00 ,0.4 
1358,3244,2021/10/4,,1309,23.38,283.2,24.98,121.03,-31.0,6494,29.0,SEC-6M-60A-295,1010.0 ,1012.5 ,1011.3 ,2021-10-04 09:32 ,1008.9 ,2021-10-04 04:20 ,29.8 ,34.7 ,2021-10-04 10:54 ,26.8 ,2021-10-04 03:07 ,22.0 ,64 ,44 ,2021-10-04 11:00 ,4.7 ,60 ,16.2 ,60 ,2021-10-04 21:04 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.2 ,95.5 ,21.80 ,21.2 ,7.8 ,9 ,2021-10-04 12:00 ,1.4 
1359,3245,2021/10/4,,2245,23.38,498.6,25.03,121.08,-95.0,6494,29.8,MM60-6RT-300,1010.0 ,1012.5 ,1011.3 ,2021-10-04 09:32 ,1008.9 ,2021-10-04 04:20 ,29.8 ,34.7 ,2021-10-04 10:54 ,26.8 ,2021-10-04 03:07 ,22.0 ,64 ,44 ,2021-10-04 11:00 ,4.7 ,60 ,16.2 ,60 ,2021-10-04 21:04 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.2 ,95.5 ,21.80 ,21.2 ,7.8 ,9 ,2021-10-04 12:00 ,1.4 
1360,3255,2021/10/4,,2280,15.89,499.8,25.11,121.26,22.0,4414,31.4,MM60-6RT-300,1010.0 ,1012.5 ,1011.3 ,2021-10-04 09:32 ,1008.9 ,2021-10-04 04:20 ,29.8 ,34.7 ,2021-10-04 10:54 ,26.8 ,2021-10-04 03:07 ,22.0 ,64 ,44 ,2021-10-04 11:00 ,4.7 ,60 ,16.2 ,60 ,2021-10-04 21:04 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.2 ,95.5 ,21.80 ,21.2 ,7.8 ,9 ,2021-10-04 12:00 ,1.4 
1361,3256,2021/10/4,,1078,15.89,438.3,25.11,121.26,-160.0,4414,31.4,MM60-6RT-300,1010.0 ,1012.5 ,1011.3 ,2021-10-04 09:32 ,1008.9 ,2021-10-04 04:20 ,29.8 ,34.7 ,2021-10-04 10:54 ,26.8 ,2021-10-04 03:07 ,22.0 ,64 ,44 ,2021-10-04 11:00 ,4.7 ,60 ,16.2 ,60 ,2021-10-04 21:04 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.2 ,95.5 ,21.80 ,21.2 ,7.8 ,9 ,2021-10-04 12:00 ,1.4 
1362,3257,2021/10/5,,1403,24.44,283.2,24.98,121.03,-31.0,6789,29.7,SEC-6M-60A-295,1008.4 ,1010.9 ,1011.0 ,2021-10-05 00:01 ,1006.7 ,2021-10-05 14:31 ,29.8 ,34.1 ,2021-10-05 13:51 ,27.0 ,2021-10-05 02:44 ,20.2 ,57 ,40 ,2021-10-05 12:09 ,8.2 ,70 ,19.8 ,100 ,2021-10-05 11:00 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.2 ,95.7 ,22.50 ,25.2 ,8.5 ,9 ,2021-10-05 12:00 ,1.4 
